B,C,CoefficientofVariation,LoreauSync,ReumanSync
0.013888888888888888,0.03333333333333333,0.29557876498639385,0.9859477712759915,5.74272109520316
0.016666666666666666,0.03333333333333333,0.3047919647224481,0.9714414733137808,149.43916919389576
0.019444444444444445,0.03333333333333333,0.3152653726802894,0.9650292314899057,8.833152719354675
0.022222222222222223,0.03333333333333333,0.323119737199911,0.9791009859259387,6.274886894996052
0.025,0.03333333333333333,0.3264960179664537,0.9926815552319016,3.8865870918417884
0.0,0.05,0.019740786340799364,0.032072362034305454,15.817217880757301
0.002777777777777778,0.05,0.030476002153541067,0.038728049566001566,10.775430854299389
0.005555555555555556,0.05,0.09200459859103988,0.08937851412945852,22.531948226533803
0.008333333333333333,0.05,0.18494296709126617,0.23495581331837914,34.091916758998224
0.011111111111111112,0.05,0.26077608015927484,0.5551350180093405,22.528527542307476
0.013888888888888888,0.05,0.2862825945454497,0.8861150333817199,12.258200480447583
0.016666666666666666,0.05,0.27316965413072203,0.9699191125865423,11.013434086691461
0.019444444444444445,0.05,0.27945249953015333,0.9201033577967425,43.79998423842974
0.022222222222222223,0.05,0.29061410909138335,0.9170598475714353,22.153610865546845
0.025,0.05,0.3001454060504934,0.9504314830779201,9.379770076875342
0.0,0.06666666666666667,0.021375524253683612,0.03526462943973876,45.21212279888443
0.002777777777777778,0.06666666666666667,0.022563422777114067,0.033887176690863136,18.840563861638156
0.005555555555555556,0.06666666666666667,0.060975552321124574,0.04877217355999101,25.900465249479577
0.008333333333333333,0.06666666666666667,0.12195398501160506,0.10566068464633561,24.924055409691743
0.011111111111111112,0.06666666666666667,0.21775200171840384,0.2665260040802601,46.662581018734315
0.013888888888888888,0.06666666666666667,0.256409999609526,0.5877701168454762,15.913280497851657
0.016666666666666666,0.06666666666666667,0.2696530815052083,0.8969807310202235,18.68829536763506
0.019444444444444445,0.06666666666666667,0.2512472416015117,0.9306308560221379,18.723246497909056
0.022222222222222223,0.06666666666666667,0.25417209711845734,0.8245825503898698,108.07439254809141
0.025,0.06666666666666667,0.2691682531649611,0.8286692386620532,62.675484054688305
0.0,0.08333333333333333,0.02246694810550174,0.03559726087896857,25.38943704343691
0.002777777777777778,0.08333333333333333,0.023998331061394693,0.03297857176171492,23.422266284399342
0.005555555555555556,0.08333333333333333,0.031084210646545922,0.03265721104905028,26.654780789171287
0.008333333333333333,0.08333333333333333,0.07371968653654926,0.04814700213314809,5.70347116774985
0.011111111111111112,0.08333333333333333,0.15045921710195523,0.11580151715780543,34.482401737589484
0.013888888888888888,0.08333333333333333,0.23374019829733408,0.28726735495688094,24.675075056616183
0.016666666666666666,0.08333333333333333,0.27245661925677167,0.5921695476837318,36.08979240033138
0.019444444444444445,0.08333333333333333,0.24050959257368712,0.9039439542091758,15.060909070310501
0.022222222222222223,0.08333333333333333,0.2043870904205431,0.8176063794086426,8.4484031798184
0.025,0.08333333333333333,0.224926585284186,0.643429324295025,18.47148669145362
0.0,0.1,0.021741641046083192,0.04019027385135902,10166.199927996206
0.002777777777777778,0.1,0.023476987792380416,0.037993375328811044,22.55292910530025
0.005555555555555556,0.1,0.026209242489341162,0.03869302839565866,19.611117970073515
0.008333333333333333,0.1,0.04248496028402658,0.036308942056508746,35.326668547085795
0.011111111111111112,0.1,0.08447171894632385,0.0479729070536585,17.83921830135449
0.013888888888888888,0.1,0.145117722764639,0.12627402550144842,79.11949651239108
0.016666666666666666,0.1,0.22434074563082437,0.2959150825439775,28.81233571437784
0.019444444444444445,0.1,0.2617963627050826,0.5804850257693542,30.552015866529484
0.022222222222222223,0.1,0.22692844871428666,0.8788634911860783,14.425307530655909
0.025,0.1,0.17346770605279574,0.7208667875919826,7.096938340819919
0.0,0.11666666666666667,0.02042624861592591,0.04266002084634399,12.463359087079631
0.002777777777777778,0.11666666666666667,0.022501191919562916,0.044516909842307724,102.63615259661817
0.005555555555555556,0.11666666666666667,0.023070854301951223,0.042913004150661155,121.22514740893301
0.008333333333333333,0.11666666666666667,0.02857945368736113,0.04243423573060166,20.130154180020973
0.011111111111111112,0.11666666666666667,0.04968666160803886,0.0520156557784461,26.087245250017396
0.013888888888888888,0.11666666666666667,0.08698417519976717,0.06403905621653244,59.97675545392054
0.016666666666666666,0.11666666666666667,0.1450931260349466,0.12781474337442894,63.38572833812734
0.019444444444444445,0.11666666666666667,0.209573351427137,0.2843543802850238,18.41985233078768
0.022222222222222223,0.11666666666666667,0.2421556380966135,0.516889749992992,22.57050663537767
0.025,0.11666666666666667,0.19727213018036077,0.8019016052445166,23.039151108660988
0.0,0.13333333333333333,0.024800623610217933,0.04517093028809696,12.686166632743976
0.002777777777777778,0.13333333333333333,0.025961387749700426,0.04221121382793466,10.904959695397437
0.005555555555555556,0.13333333333333333,0.025400348184376195,0.045081600495415465,48.78017213296085
0.008333333333333333,0.13333333333333333,0.029461996578715743,0.04021669673905878,20.929634096872554
0.011111111111111112,0.13333333333333333,0.037605513502315974,0.04523100775912505,22.3136108832298
0.013888888888888888,0.13333333333333333,0.0571094928402943,0.0552176812127668,9.06838202678359
0.016666666666666666,0.13333333333333333,0.09540822878756808,0.08808632181451721,11.240763985438123
0.019444444444444445,0.13333333333333333,0.13698049388876302,0.15406156264786436,18.79196674007757
0.022222222222222223,0.13333333333333333,0.17947177167099654,0.27081501184953777,408.57605813925863
0.025,0.13333333333333333,0.20870317132192803,0.43533339481978733,161.68725445875467
0.0,0.15,0.025411600592313618,0.045876352614015896,24.027036669180845
0.002777777777777778,0.15,0.024328821268450287,0.04966758337378262,11.419146084347995
0.005555555555555556,0.15,0.024363059831151727,0.05057103147741734,44.82241345956787
0.008333333333333333,0.15,0.02743681495231029,0.04767966640801315,7.613045137000917
0.011111111111111112,0.15,0.03339653336229073,0.049278763217094824,4.734581416190786
0.013888888888888888,0.15,0.040838801738959644,0.051497976380927984,6.025244245917441
0.016666666666666666,0.15,0.06368455401499627,0.06094128261616509,8.100052695262955
0.019444444444444445,0.15,0.10196711289571482,0.09394622520799184,11.61714797476821
0.022222222222222223,0.15,0.13807361220277903,0.1623477430742888,13.442511201542068
0.025,0.15,0.15252581826533818,0.23350701108915822,10.171311947762826
